xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
1050,   4.253e-02,   1.295e-01,-1.35E-02,-0.058,0,-0.998,   7.601e-04,-0.1343,,,,,,,
1051,   1.664e-02,   1.295e-01,-1.10E-02,-0.159,0,-0.987,   4.831e-04,-0.4089,,,,,,,
1052,   3.233e-03,   1.295e-01,-3.41E-03,-0.869,0,-0.494,   3.292e-04,0.6495,,,,,,,
1053,   3.233e-03,   1.295e-01,   1.081e-02,-0.924,0,0.383,   4.249e-04,0.6987,,,,,,,
1054,   1.664e-02,   1.295e-01,   2.944e-02,-0.721,0,0.692,   6.888e-04,-0.2613,,,,,,,
1055,   4.253e-02,   1.295e-01,   4.750e-02,-0.434,0,0.901,   8.421e-04,-1.1673,,,,,,,
1056,   7.915e-02,   1.295e-01,   5.968e-02,-0.214,0,0.977,   1.012e-03,-1.384,,,,,,,
1057,   1.240e-01,   1.295e-01,   6.503e-02,-0.034,0,0.999,   1.152e-03,-1.3014,,,,,,,
1058,   1.740e-01,   1.295e-01,   6.353e-02,0.089,0,0.996,   1.241e-03,-1.0848,,,,,,,
1059,   2.258e-01,   1.295e-01,   5.614e-02,0.192,0,0.981,   1.259e-03,-0.8356,,,,,,,
1060,   2.758e-01,   1.295e-01,   4.429e-02,0.271,0,0.963,   1.196e-03,-0.5713,,,,,,,
1061,   3.207e-01,   1.295e-01,   3.053e-02,0.319,0,0.948,   1.044e-03,-0.3482,,,,,,,
1062,   3.573e-01,   1.295e-01,   1.737e-02,0.363,0,0.932,   8.143e-04,-0.1293,,,,,,,
1063,   3.832e-01,   1.295e-01,   7.017e-03,0.385,0,0.923,   5.167e-04,0.086,,,,,,,
1064,   3.966e-01,   1.295e-01,   1.427e-03,0.386,0,0.922,   1.764e-04,0.2052,,,,,,,
Strip 41,,,,,,,,,,,,,,,
1065,   3.966e-01,   1.516e-01,   7.233e-04,-0.208,0,-0.978,   1.421e-04,0.2398,,,,,,,
1066,   3.832e-01,   1.516e-01,   3.808e-03,-0.23,0,-0.973,   4.186e-04,0.3036,,,,,,,
1067,   3.573e-01,   1.516e-01,   1.006e-02,-0.238,0,-0.971,   6.672e-04,0.422,,,,,,,
1068,   3.207e-01,   1.516e-01,   1.637e-02,-0.116,0,-0.993,   8.504e-04,0.4959,,,,,,,
1069,   2.758e-01,   1.516e-01,   1.698e-02,0.075,0,-0.997,   9.864e-04,0.471,,,,,,,
1070,   2.258e-01,   1.516e-01,   1.015e-02,0.19,0,-0.982,   1.075e-03,0.3519,,,,,,,
1071,   1.740e-01,   1.516e-01,   1.181e-05,0.194,0,-0.981,   1.076e-03,0.1668,,,,,,,
1072,   1.240e-01,   1.516e-01,-8.98E-03,0.159,0,-0.987,   9.962e-04,-0.0274,,,,,,,
1073,   7.915e-02,   1.516e-01,-1.37E-02,0.039,0,-0.999,   8.453e-04,-0.1397,,,,,,,
1074,   4.253e-02,   1.516e-01,-1.35E-02,-0.058,0,-0.998,   6.492e-04,-0.1301,,,,,,,
1075,   1.664e-02,   1.516e-01,-1.10E-02,-0.159,0,-0.987,   4.126e-04,-0.4027,,,,,,,
1076,   3.233e-03,   1.516e-01,-3.41E-03,-0.869,0,-0.494,   2.812e-04,0.6516,,,,,,,
1077,   3.233e-03,   1.516e-01,   1.081e-02,-0.924,0,0.383,   3.629e-04,0.6985,,,,,,,
1078,   1.664e-02,   1.516e-01,   2.944e-02,-0.721,0,0.692,   5.883e-04,-0.2553,,,,,,,
1079,   4.253e-02,   1.516e-01,   4.750e-02,-0.434,0,0.901,   7.192e-04,-1.1541,,,,,,,
1080,   7.915e-02,   1.516e-01,   5.968e-02,-0.214,0,0.977,   8.646e-04,-1.3708,,,,,,,
1081,   1.240e-01,   1.516e-01,   6.503e-02,-0.034,0,0.999,   9.841e-04,-1.291,,,,,,,
1082,   1.740e-01,   1.516e-01,   6.353e-02,0.089,0,0.996,   1.060e-03,-1.0777,,,,,,,
1083,   2.258e-01,   1.516e-01,   5.614e-02,0.192,0,0.981,   1.076e-03,-0.8309,,,,,,,
1084,   2.758e-01,   1.516e-01,   4.429e-02,0.271,0,0.963,   1.022e-03,-0.5681,,,,,,,
1085,   3.207e-01,   1.516e-01,   3.053e-02,0.319,0,0.948,   8.913e-04,-0.3463,,,,,,,
1086,   3.573e-01,   1.516e-01,   1.737e-02,0.363,0,0.932,   6.954e-04,-0.129,,,,,,,
1087,   3.832e-01,   1.516e-01,   7.017e-03,0.385,0,0.923,   4.413e-04,0.0851,,,,,,,
1088,   3.966e-01,   1.516e-01,   1.427e-03,0.386,0,0.922,   1.506e-04,0.2038,,,,,,,
Strip 42,,,,,,,,,,,,,,,
1089,   3.966e-01,   1.700e-01,   7.233e-04,-0.208,0,-0.978,   1.143e-04,0.2374,,,,,,,
1090,   3.832e-01,   1.700e-01,   3.808e-03,-0.23,0,-0.973,   3.368e-04,0.3017,,,,,,,
1091,   3.573e-01,   1.700e-01,   1.006e-02,-0.238,0,-0.971,   5.368e-04,0.4209,,,,,,,
1092,   3.207e-01,   1.700e-01,   1.637e-02,-0.116,0,-0.993,   6.841e-04,0.4947,,,,,,,
1093,   2.758e-01,   1.700e-01,   1.698e-02,0.075,0,-0.997,   7.935e-04,0.4693,,,,,,,
1094,   2.258e-01,   1.700e-01,   1.015e-02,0.19,0,-0.982,   8.650e-04,0.3502,,,,,,,
1095,   1.740e-01,   1.700e-01,   1.181e-05,0.194,0,-0.981,   8.656e-04,0.1659,,,,,,,
1096,   1.240e-01,   1.700e-01,-8.98E-03,0.159,0,-0.987,   8.015e-04,-0.0267,,,,,,,
1097,   7.915e-02,   1.700e-01,-1.37E-02,0.039,0,-0.999,   6.800e-04,-0.1365,,,,,,,
1098,   4.253e-02,   1.700e-01,-1.35E-02,-0.058,0,-0.998,   5.223e-04,-0.1242,,,,,,,
1099,   1.664e-02,   1.700e-01,-1.10E-02,-0.159,0,-0.987,   3.320e-04,-0.3924,,,,,,,
1100,   3.233e-03,   1.700e-01,-3.41E-03,-0.869,0,-0.494,   2.262e-04,0.6561,,,,,,,
1101,   3.233e-03,   1.700e-01,   1.081e-02,-0.924,0,0.383,   2.920e-04,0.6969,,,,,,,
1102,   1.664e-02,   1.700e-01,   2.944e-02,-0.721,0,0.692,   4.733e-04,-0.2473,,,,,,,
1103,   4.253e-02,   1.700e-01,   4.750e-02,-0.434,0,0.901,   5.786e-04,-1.138,,,,,,,
1104,   7.915e-02,   1.700e-01,   5.968e-02,-0.214,0,0.977,   6.956e-04,-1.3563,,,,,,,
1105,   1.240e-01,   1.700e-01,   6.503e-02,-0.034,0,0.999,   7.918e-04,-1.2806,,,,,,,
1106,   1.740e-01,   1.700e-01,   6.353e-02,0.089,0,0.996,   8.526e-04,-1.0707,,,,,,,
1107,   2.258e-01,   1.700e-01,   5.614e-02,0.192,0,0.981,   8.653e-04,-0.8264,,,,,,,
1108,   2.758e-01,   1.700e-01,   4.429e-02,0.271,0,0.963,   8.220e-04,-0.5648,,,,,,,
1109,   3.207e-01,   1.700e-01,   3.053e-02,0.319,0,0.948,   7.170e-04,-0.3437,,,,,,,
1110,   3.573e-01,   1.700e-01,   1.737e-02,0.363,0,0.932,   5.595e-04,-0.1282,,,,,,,
1111,   3.832e-01,   1.700e-01,   7.017e-03,0.385,0,0.923,   3.551e-04,0.0838,,,,,,,
1112,   3.966e-01,   1.700e-01,   1.427e-03,0.386,0,0.922,   1.212e-04,0.2013,,,,,,,
Strip 43,,,,,,,,,,,,,,,
1113,   3.966e-01,   1.842e-01,   7.233e-04,-0.208,0,-0.978,   8.371e-05,0.2331,,,,,,,
1114,   3.832e-01,   1.842e-01,   3.808e-03,-0.23,0,-0.973,   2.467e-04,0.2994,,,,,,,
1115,   3.573e-01,   1.842e-01,   1.006e-02,-0.238,0,-0.971,   3.932e-04,0.4201,,,,,,,
1116,   3.207e-01,   1.842e-01,   1.637e-02,-0.116,0,-0.993,   5.011e-04,0.4932,,,,,,,
1117,   2.758e-01,   1.842e-01,   1.698e-02,0.075,0,-0.997,   5.812e-04,0.4669,,,,,,,
1118,   2.258e-01,   1.842e-01,   1.015e-02,0.19,0,-0.982,   6.336e-04,0.3481,,,,,,,
1119,   1.740e-01,   1.842e-01,   1.181e-05,0.194,0,-0.981,   6.340e-04,0.1653,,,,,,,
1120,   1.240e-01,   1.842e-01,-8.98E-03,0.159,0,-0.987,   5.870e-04,-0.0254,,,,,,,
1121,   7.915e-02,   1.842e-01,-1.37E-02,0.039,0,-0.999,   4.981e-04,-0.1333,,,,,,,
1122,   4.253e-02,   1.842e-01,-1.35E-02,-0.058,0,-0.998,   3.825e-04,-0.1187,,,,,,,
1123,   1.664e-02,   1.842e-01,-1.10E-02,-0.159,0,-0.987,   2.431e-04,-0.3757,,,,,,,
1124,   3.233e-03,   1.842e-01,-3.41E-03,-0.869,0,-0.494,   1.657e-04,0.6643,,,,,,,
1125,   3.233e-03,   1.842e-01,   1.081e-02,-0.924,0,0.383,   2.138e-04,0.6937,,,,,,,
1126,   1.664e-02,   1.842e-01,   2.944e-02,-0.721,0,0.692,   3.467e-04,-0.2362,,,,,,,
1127,   4.253e-02,   1.842e-01,   4.750e-02,-0.434,0,0.901,   4.238e-04,-1.1199,,,,,,,
1128,   7.915e-02,   1.842e-01,   5.968e-02,-0.214,0,0.977,   5.094e-04,-1.3422,,,,,,,
1129,   1.240e-01,   1.842e-01,   6.503e-02,-0.034,0,0.999,   5.799e-04,-1.2709,,,,,,,
1130,   1.740e-01,   1.842e-01,   6.353e-02,0.089,0,0.996,   6.244e-04,-1.0641,,,,,,,
1131,   2.258e-01,   1.842e-01,   5.614e-02,0.192,0,0.981,   6.338e-04,-0.8224,,,,,,,
1132,   2.758e-01,   1.842e-01,   4.429e-02,0.271,0,0.963,   6.020e-04,-0.5619,,,,,,,
1133,   3.207e-01,   1.842e-01,   3.053e-02,0.319,0,0.948,   5.252e-04,-0.3408,,,,,,,
1134,   3.573e-01,   1.842e-01,   1.737e-02,0.363,0,0.932,   4.098e-04,-0.1266,,,,,,,
1135,   3.832e-01,   1.842e-01,   7.017e-03,0.385,0,0.923,   2.601e-04,0.0812,,,,,,,
1136,   3.966e-01,   1.842e-01,   1.427e-03,0.386,0,0.922,   8.877e-05,0.196,,,,,,,
Strip 44,,,,,,,,,,,,,,,
1137,   3.966e-01,   1.939e-01,   7.233e-04,-0.208,0,-0.978,   5.106e-05,0.2249,,,,,,,
1138,   3.832e-01,   1.939e-01,   3.808e-03,-0.23,0,-0.973,   1.505e-04,0.2958,,,,,,,
1139,   3.573e-01,   1.939e-01,   1.006e-02,-0.238,0,-0.971,   2.398e-04,0.4191,,,,,,,
1140,   3.207e-01,   1.939e-01,   1.637e-02,-0.116,0,-0.993,   3.057e-04,0.4909,,,,,,,
1141,   2.758e-01,   1.939e-01,   1.698e-02,0.075,0,-0.997,   3.545e-04,0.4642,,,,,,,
1142,   2.258e-01,   1.939e-01,   1.015e-02,0.19,0,-0.982,   3.865e-04,0.3464,,,,,,,
1143,   1.740e-01,   1.939e-01,   1.181e-05,0.194,0,-0.981,   3.867e-04,0.1648,,,,,,,
1144,   1.240e-01,   1.939e-01,-8.98E-03,0.159,0,-0.987,   3.581e-04,-0.0242,,,,,,,
1145,   7.915e-02,   1.939e-01,-1.37E-02,0.039,0,-0.999,   3.038e-04,-0.1304,,,,,,,
1146,   4.253e-02,   1.939e-01,-1.35E-02,-0.058,0,-0.998,   2.334e-04,-0.1147,,,,,,,
1147,   1.664e-02,   1.939e-01,-1.10E-02,-0.159,0,-0.987,   1.483e-04,-0.3553,,,,,,,
1148,   3.233e-03,   1.939e-01,-3.41E-03,-0.869,0,-0.494,   1.011e-04,0.6751,,,,,,,
1149,   3.233e-03,   1.939e-01,   1.081e-02,-0.924,0,0.383,   1.304e-04,0.6881,,,,,,,
1150,   1.664e-02,   1.939e-01,   2.944e-02,-0.721,0,0.692,   2.115e-04,-0.2232,,,,,,,
1151,   4.253e-02,   1.939e-01,   4.750e-02,-0.434,0,0.901,   2.585e-04,-1.1026,,,,,,,
1152,   7.915e-02,   1.939e-01,   5.968e-02,-0.214,0,0.977,   3.108e-04,-1.3303,,,,,,,
1153,   1.240e-01,   1.939e-01,   6.503e-02,-0.034,0,0.999,   3.538e-04,-1.2632,,,,,,,
1154,   1.740e-01,   1.939e-01,   6.353e-02,0.089,0,0.996,   3.809e-04,-1.059,,,,,,,
1155,   2.258e-01,   1.939e-01,   5.614e-02,0.192,0,0.981,   3.866e-04,-0.8189,,,,,,,
1156,   2.758e-01,   1.939e-01,   4.429e-02,0.271,0,0.963,   3.672e-04,-0.5595,,,,,,,
1157,   3.207e-01,   1.939e-01,   3.053e-02,0.319,0,0.948,   3.204e-04,-0.3378,,,,,,,
1158,   3.573e-01,   1.939e-01,   1.737e-02,0.363,0,0.932,   2.500e-04,-0.1242,,,,,,,
1159,   3.832e-01,   1.939e-01,   7.017e-03,0.385,0,0.923,   1.586e-04,0.0767,,,,,,,
1160,   3.966e-01,   1.939e-01,   1.427e-03,0.386,0,0.922,   5.415e-05,0.1854,,,,,,,
Strip 45,,,,,,,,,,,,,,,
1161,   3.966e-01,   1.988e-01,   7.233e-04,-0.208,0,-0.978,   1.716e-05,0.2168,,,,,,,
1162,   3.832e-01,   1.988e-01,   3.808e-03,-0.23,0,-0.973,   5.057e-05,0.292,,,,,,,
1163,   3.573e-01,   1.988e-01,   1.006e-02,-0.238,0,-0.971,   8.061e-05,0.4174,,,,,,,
1164,   3.207e-01,   1.988e-01,   1.637e-02,-0.116,0,-0.993,   1.027e-04,0.4877,,,,,,,
1165,   2.758e-01,   1.988e-01,   1.698e-02,0.075,0,-0.997,   1.192e-04,0.4624,,,,,,,
1166,   2.258e-01,   1.988e-01,   1.015e-02,0.19,0,-0.982,   1.299e-04,0.3456,,,,,,,
1167,   1.740e-01,   1.988e-01,   1.181e-05,0.194,0,-0.981,   1.300e-04,0.1647,,,,,,,
1168,   1.240e-01,   1.988e-01,-8.98E-03,0.159,0,-0.987,   1.204e-04,-0.0231,,,,,,,
1169,   7.915e-02,   1.988e-01,-1.37E-02,0.039,0,-0.999,   1.021e-04,-0.1289,,,,,,,
1170,   4.253e-02,   1.988e-01,-1.35E-02,-0.058,0,-0.998,   7.843e-05,-0.1123,,,,,,,
1171,   1.664e-02,   1.988e-01,-1.10E-02,-0.159,0,-0.987,   4.985e-05,-0.3379,,,,,,,
1172,   3.233e-03,   1.988e-01,-3.41E-03,-0.869,0,-0.494,   3.397e-05,0.6847,,,,,,,
1173,   3.233e-03,   1.988e-01,   1.081e-02,-0.924,0,0.383,   4.384e-05,0.6881,,,,,,,
1174,   1.664e-02,   1.988e-01,   2.944e-02,-0.721,0,0.692,   7.108e-05,-0.2126,,,,,,,
1175,   4.253e-02,   1.988e-01,   4.750e-02,-0.434,0,0.901,   8.689e-05,-1.0911,,,,,,,
1176,   7.915e-02,   1.988e-01,   5.968e-02,-0.214,0,0.977,   1.044e-04,-1.3228,,,,,,,
1177,   1.240e-01,   1.988e-01,   6.503e-02,-0.034,0,0.999,   1.189e-04,-1.2583,,,,,,,
1178,   1.740e-01,   1.988e-01,   6.353e-02,0.089,0,0.996,   1.280e-04,-1.0556,,,,,,,
1179,   2.258e-01,   1.988e-01,   5.614e-02,0.192,0,0.981,   1.299e-04,-0.8164,,,,,,,
1180,   2.758e-01,   1.988e-01,   4.429e-02,0.271,0,0.963,   1.234e-04,-0.5573,,,,,,,
1181,   3.207e-01,   1.988e-01,   3.053e-02,0.319,0,0.948,   1.077e-04,-0.3342,,,,,,,
1182,   3.573e-01,   1.988e-01,   1.737e-02,0.363,0,0.932,   8.402e-05,-0.1187,,,,,,,
1183,   3.832e-01,   1.988e-01,   7.017e-03,0.385,0,0.923,   5.332e-05,0.0834,,,,,,,
1184,   3.966e-01,   1.988e-01,   1.427e-03,0.386,0,0.922,   1.820e-05,0.1923,,,,,,,
Strip 46,,,,,,,,,,,,,,,
1185,   3.951e-01,   2.156e-01,   7.364e-04,-0.213,-0.02,-0.977,   2.162e-04,0.2424,,,,,,,
1186,   3.818e-01,   2.156e-01,   3.788e-03,-0.228,-0.022,-0.973,   6.361e-04,0.3043,,,,,,,
1187,   3.561e-01,   2.156e-01,   9.788e-03,-0.228,-0.034,-0.973,   1.012e-03,0.4172,,,,,,,
1188,   3.199e-01,   2.156e-01,   1.572e-02,-0.109,-0.047,-0.993,   1.293e-03,0.4853,,,,,,,
1189,   2.755e-01,   2.156e-01,   1.622e-02,0.073,-0.047,-0.996,   1.501e-03,0.458,,,,,,,
1190,   2.259e-01,   2.156e-01,   9.668e-03,0.184,-0.032,-0.982,   1.633e-03,0.3419,,,,,,,
1191,   1.747e-01,   2.156e-01,-5.45E-05,0.189,-0.012,-0.982,   1.634e-03,0.1659,,,,,,,
1192,   1.251e-01,   2.156e-01,-8.74E-03,0.156,0.004,-0.988,   1.513e-03,-0.0178,,,,,,,
1193,   8.073e-02,   2.156e-01,-1.33E-02,0.04,0.017,-0.999,   1.285e-03,-0.1247,,,,,,,
1194,   4.447e-02,   2.156e-01,-1.33E-02,-0.056,0.024,-0.998,   9.869e-04,-0.1138,,,,,,,
1195,   1.883e-02,   2.156e-01,-1.08E-02,-0.16,0.036,-0.986,   6.278e-04,-0.3491,,,,,,,
1196,   5.561e-03,   2.156e-01,-3.43E-03,-0.856,0.127,-0.501,   4.215e-04,0.6498,,,,,,,
1197,   5.561e-03,   2.156e-01,   1.048e-02,-0.914,0.144,0.379,   5.573e-04,0.6748,,,,,,,
1198,   1.883e-02,   2.156e-01,   2.880e-02,-0.711,0.128,0.692,   8.955e-04,-0.2567,,,,,,,
1199,   4.447e-02,   2.156e-01,   4.647e-02,-0.427,0.112,0.897,   1.098e-03,-1.1177,,,,,,,
1200,   8.073e-02,   2.156e-01,   5.840e-02,-0.21,0.101,0.972,   1.320e-03,-1.3358,,,,,,,
1201,   1.251e-01,   2.156e-01,   6.361e-02,-0.033,0.093,0.995,   1.502e-03,-1.262,,,,,,,
1202,   1.747e-01,   2.156e-01,   6.210e-02,0.089,0.087,0.992,   1.617e-03,-1.0548,,,,,,,
1203,   2.259e-01,   2.156e-01,   5.487e-02,0.189,0.078,0.979,   1.639e-03,-0.8158,,,,,,,
1204,   2.755e-01,   2.156e-01,   4.332e-02,0.266,0.066,0.962,   1.554e-03,-0.561,,,,,,,
1205,   3.199e-01,   2.156e-01,   2.993e-02,0.314,0.052,0.948,   1.354e-03,-0.3439,,,,,,,
1206,   3.561e-01,   2.156e-01,   1.711e-02,0.357,0.041,0.933,   1.056e-03,-0.1367,,,,,,,
1207,   3.818e-01,   2.156e-01,   6.970e-03,0.384,0.037,0.923,   6.711e-04,0.0721,,,,,,,
1208,   3.951e-01,   2.156e-01,   1.428e-03,0.389,0.038,0.92,   2.295e-04,0.1902,,,,,,,
Strip 47,,,,,,,,,,,,,,,
1209,   3.920e-01,   2.465e-01,   7.624e-04,-0.224,-0.021,-0.974,   2.073e-04,0.2681,,,,,,,
1210,   3.790e-01,   2.465e-01,   3.748e-03,-0.223,-0.021,-0.975,   6.077e-04,0.3208,,,,,,,
1211,   3.539e-01,   2.465e-01,   9.248e-03,-0.208,-0.032,-0.978,   9.635e-04,0.415,,,,,,,
1212,   3.183e-01,   2.465e-01,   1.443e-02,-0.094,-0.046,-0.994,   1.234e-03,0.4709,,,,,,,
1213,   2.748e-01,   2.465e-01,   1.470e-02,0.069,-0.047,-0.996,   1.435e-03,0.4436,,,,,,,
1214,   2.262e-01,   2.465e-01,   8.716e-03,0.17,-0.032,-0.985,   1.558e-03,0.3333,,,,,,,
1215,   1.760e-01,   2.465e-01,-1.86E-04,0.178,-0.012,-0.984,   1.559e-03,0.1688,,,,,,,
1216,   1.274e-01,   2.465e-01,-8.28E-03,0.149,0.004,-0.989,   1.446e-03,-0.0055,,,,,,,
1217,   8.386e-02,   2.465e-01,-1.27E-02,0.044,0.016,-0.999,   1.229e-03,-0.1146,,,,,,,
1218,   4.831e-02,   2.465e-01,-1.28E-02,-0.052,0.023,-0.998,   9.436e-04,-0.1161,,,,,,,
1219,   2.317e-02,   2.465e-01,-1.04E-02,-0.163,0.037,-0.986,   6.006e-04,-0.3355,,,,,,,
1220,   1.016e-02,   2.465e-01,-3.45E-03,-0.842,0.125,-0.525,   3.850e-04,0.6218,,,,,,,
1221,   1.016e-02,   2.465e-01,   9.843e-03,-0.914,0.144,0.379,   5.328e-04,0.6652,,,,,,,
1222,   2.317e-02,   2.465e-01,   2.752e-02,-0.701,0.127,0.701,   8.443e-04,-0.3161,,,,,,,
1223,   4.831e-02,   2.465e-01,   4.443e-02,-0.42,0.112,0.9,   1.046e-03,-1.1568,,,,,,,
1224,   8.386e-02,   2.465e-01,   5.586e-02,-0.204,0.101,0.974,   1.261e-03,-1.3559,,,,,,,
1225,   1.274e-01,   2.465e-01,   6.080e-02,-0.031,0.093,0.995,   1.437e-03,-1.2652,,,,,,,
1226,   1.760e-01,   2.465e-01,   5.929e-02,0.088,0.087,0.992,   1.546e-03,-1.049,,,,,,,
1227,   2.262e-01,   2.465e-01,   5.235e-02,0.184,0.078,0.98,   1.566e-03,-0.81,,,,,,,
1228,   2.748e-01,   2.465e-01,   4.140e-02,0.257,0.066,0.964,   1.483e-03,-0.5641,,,,,,,
1229,   3.183e-01,   2.465e-01,   2.874e-02,0.304,0.052,0.951,   1.291e-03,-0.3569,,,,,,,
1230,   3.539e-01,   2.465e-01,   1.661e-02,0.347,0.041,0.937,   1.005e-03,-0.1635,,,,,,,
1231,   3.790e-01,   2.465e-01,   6.877e-03,0.382,0.037,0.923,   6.413e-04,0.0539,,,,,,,
1232,   3.920e-01,   2.465e-01,   1.430e-03,0.396,0.039,0.917,   2.202e-04,0.1854,,,,,,,
Strip 48,,,,,,,,,,,,,,,
1233,   3.891e-01,   2.763e-01,   7.874e-04,-0.236,-0.022,-0.972,   1.937e-04,0.2908,,,,,,,
1234,   3.764e-01,   2.763e-01,   3.710e-03,-0.219,-0.021,-0.976,   5.657e-04,0.3358,,,,,,,
1235,   3.517e-01,   2.763e-01,   8.728e-03,-0.187,-0.031,-0.982,   8.941e-04,0.4138,,,,,,,
1236,   3.168e-01,   2.763e-01,   1.318e-02,-0.079,-0.046,-0.996,   1.149e-03,0.456,,,,,,,
1237,   2.741e-01,   2.763e-01,   1.324e-02,0.066,-0.048,-0.997,   1.337e-03,0.4262,,,,,,,
1238,   2.265e-01,   2.763e-01,   7.798e-03,0.157,-0.032,-0.987,   1.448e-03,0.3228,,,,,,,
1239,   1.772e-01,   2.763e-01,-3.12E-04,0.168,-0.011,-0.986,   1.450e-03,0.1717,,,,,,,
1240,   1.296e-01,   2.763e-01,-7.82E-03,0.143,0.005,-0.99,   1.346e-03,0.0074,,,,,,,
1241,   8.687e-02,   2.763e-01,-1.21E-02,0.047,0.016,-0.999,   1.145e-03,-0.1025,,,,,,,
1242,   5.200e-02,   2.763e-01,-1.23E-02,-0.048,0.023,-0.999,   8.791e-04,-0.1129,,,,,,,
1243,   2.735e-02,   2.763e-01,-9.94E-03,-0.165,0.037,-0.986,   5.599e-04,-0.3027,,,,,,,
1244,   1.459e-02,   2.763e-01,-3.47E-03,-0.826,0.123,-0.55,   3.422e-04,0.6031,,,,,,,
1245,   1.459e-02,   2.763e-01,   9.226e-03,-0.914,0.144,0.379,   4.963e-04,0.6555,,,,,,,
1246,   2.735e-02,   2.763e-01,   2.630e-02,-0.691,0.126,0.711,   7.756e-04,-0.3664,,,,,,,
1247,   5.200e-02,   2.763e-01,   4.246e-02,-0.413,0.111,0.904,   9.713e-04,-1.1816,,,,,,,
1248,   8.687e-02,   2.763e-01,   5.341e-02,-0.199,0.1,0.975,   1.174e-03,-1.368,,,,,,,
1249,   1.296e-01,   2.763e-01,   5.809e-02,-0.029,0.093,0.995,   1.339e-03,-1.2641,,,,,,,
1250,   1.772e-01,   2.763e-01,   5.658e-02,0.087,0.087,0.992,   1.441e-03,-1.0404,,,,,,,
1251,   2.265e-01,   2.763e-01,   4.993e-02,0.178,0.078,0.981,   1.458e-03,-0.8016,,,,,,,
1252,   2.741e-01,   2.763e-01,   3.956e-02,0.248,0.065,0.967,   1.378e-03,-0.5646,,,,,,,
1253,   3.168e-01,   2.763e-01,   2.760e-02,0.294,0.051,0.954,   1.199e-03,-0.3665,,,,,,,
1254,   3.517e-01,   2.763e-01,   1.612e-02,0.336,0.04,0.941,   9.330e-04,-0.1867,,,,,,,
1255,   3.764e-01,   2.763e-01,   6.787e-03,0.381,0.037,0.924,   5.973e-04,0.0352,,,,,,,
1256,   3.891e-01,   2.763e-01,   1.433e-03,0.403,0.039,0.914,   2.059e-04,0.1768,,,,,,,
Strip 49,,,,,,,,,,,,,,,
1257,   3.864e-01,   3.042e-01,   8.108e-04,-0.247,-0.023,-0.969,   1.760e-04,0.3124,,,,,,,
1258,   3.739e-01,   3.042e-01,   3.674e-03,-0.215,-0.02,-0.977,   5.120e-04,0.3498,,,,,,,
1259,   3.497e-01,   3.042e-01,   8.241e-03,-0.167,-0.029,-0.986,   8.069e-04,0.4127,,,,,,,
1260,   3.154e-01,   3.042e-01,   1.202e-02,-0.065,-0.045,-0.997,   1.040e-03,0.441,,,,,,,
1261,   2.735e-01,   3.042e-01,   1.187e-02,0.062,-0.048,-0.997,   1.211e-03,0.4085,,,,,,,
1262,   2.268e-01,   3.042e-01,   6.939e-03,0.144,-0.032,-0.989,   1.309e-03,0.3119,,,,,,,
1263,   1.784e-01,   3.042e-01,-4.30E-04,0.157,-0.011,-0.987,   1.312e-03,0.174,,,,,,,
1264,   1.316e-01,   3.042e-01,-7.40E-03,0.137,0.005,-0.991,   1.218e-03,0.0199,,,,,,,
1265,   8.969e-02,   3.042e-01,-1.15E-02,0.05,0.016,-0.999,   1.038e-03,-0.0898,,,,,,,
1266,   5.547e-02,   3.042e-01,-1.18E-02,-0.044,0.022,-0.999,   7.963e-04,-0.1075,,,,,,,
1267,   3.126e-02,   3.042e-01,-9.55E-03,-0.168,0.037,-0.985,   5.075e-04,-0.2645,,,,,,,
1268,   1.874e-02,   3.042e-01,-3.49E-03,-0.808,0.12,-0.577,   2.956e-04,0.5859,,,,,,,
1269,   1.874e-02,   3.042e-01,   8.649e-03,-0.914,0.144,0.379,   4.495e-04,0.6471,,,,,,,
1270,   3.126e-02,   3.042e-01,   2.515e-02,-0.681,0.125,0.721,   6.930e-04,-0.4132,,,,,,,
1271,   5.547e-02,   3.042e-01,   4.062e-02,-0.406,0.11,0.907,   8.768e-04,-1.2002,,,,,,,
1272,   8.969e-02,   3.042e-01,   5.112e-02,-0.194,0.1,0.976,   1.062e-03,-1.3752,,,,,,,
1273,   1.316e-01,   3.042e-01,   5.556e-02,-0.027,0.092,0.995,   1.213e-03,-1.2603,,,,,,,
1274,   1.784e-01,   3.042e-01,   5.405e-02,0.087,0.087,0.992,   1.305e-03,-1.0298,,,,,,,
1275,   2.268e-01,   3.042e-01,   4.766e-02,0.173,0.078,0.982,   1.319e-03,-0.7917,,,,,,,
1276,   2.735e-01,   3.042e-01,   3.783e-02,0.239,0.065,0.969,   1.246e-03,-0.5635,,,,,,,
